epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6181434392929077,0.6534277200698853,1.255344271659851,0.4871794879436493,0.5271203517913818,0.6952773928642273
1,0.0,0.0,0.0,NA,NA,NA
2,0.6814345717430115,0.7612445950508118,0.6858482360839844,0.5961538553237915,0.5995233654975891,0.6858357191085815
3,0.0,0.0,0.0,NA,NA,NA
4,0.7637130618095398,0.8405983448028564,0.5139259696006775,0.5512820482254028,0.6111932992935181,0.9232487082481384
5,0.0,0.0,0.0,NA,NA,NA
6,0.7679324746131897,0.8659009337425232,0.47116923332214355,0.6410256624221802,0.6367520689964294,0.8577201962471008
7,0.0,0.0,0.0,NA,NA,NA
8,0.8164557218551636,0.8954861164093018,0.41884845495224,0.5641025900840759,0.586127519607544,0.8819297552108765
9,0.0,0.0,0.0,NA,NA,NA
10,0.8607594966888428,0.9275552034378052,0.3492087423801422,0.5641025900840759,0.591222882270813,1.2385187149047852
11,0.0,0.0,0.0,NA,NA,NA
12,0.8734177350997925,0.9399662017822266,0.3190222382545471,0.5705128312110901,0.6116864085197449,1.7492916584014893
13,0.0,0.0,0.0,NA,NA,NA
14,0.852320671081543,0.9337339401245117,0.3426358103752136,0.5961538553237915,0.6026462912559509,1.435231328010559
15,0.0,0.0,0.0,NA,NA,NA
16,0.8691983222961426,0.9333689212799072,0.3480999171733856,0.557692289352417,0.5557199120521545,1.4829295873641968
