epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5547945499420166,0.5754616856575012,1.4253007173538208,0.5161290168762207,0.5770833492279053,0.7004538178443909
1,0.0,0.0,0.0,NA,NA,NA
2,0.6506849527359009,0.6958686113357544,0.7329380512237549,0.5483871102333069,0.6499999761581421,0.6637511849403381
3,0.0,0.0,0.0,NA,NA,NA
4,0.6484017968177795,0.7244548797607422,0.6936823129653931,0.7096773982048035,0.6666666269302368,0.6645124554634094
5,0.0,0.0,0.0,NA,NA,NA
6,0.7077625393867493,0.7749921679496765,0.5875998735427856,0.5483871102333069,0.5458333492279053,0.681669294834137
7,0.0,0.0,0.0,NA,NA,NA
8,0.7534246444702148,0.8382159471511841,0.5020700097084045,0.6129032373428345,0.6958333253860474,0.7007632851600647
9,0.0,0.0,0.0,NA,NA,NA
10,0.7694063782691956,0.8341366648674011,0.52017742395401,0.6129032373428345,0.7041667103767395,0.7832119464874268
11,0.0,0.0,0.0,NA,NA,NA
12,0.8150684833526611,0.8833593726158142,0.4485931992530823,0.5161290168762207,0.5666666626930237,1.5172289609909058
13,0.0,0.0,0.0,NA,NA,NA
14,0.8059360980987549,0.8895982503890991,0.4196762144565582,0.6774193644523621,0.6458333134651184,1.1581302881240845
15,0.0,0.0,0.0,NA,NA,NA
16,0.8310502171516418,0.9020970463752747,0.40827393531799316,0.6129032373428345,0.6333333849906921,0.9945586323738098
17,0.0,0.0,0.0,NA,NA,NA
18,0.835616409778595,0.91199791431427,0.37777435779571533,0.5483871102333069,0.5499999523162842,1.7792515754699707
19,0.0,0.0,0.0,NA,NA,NA
