epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6334404945373535,0.6717259883880615,0.830930769443512,0.5961538553237915,0.5781558156013489,0.9221214056015015
1,0.0,0.0,0.0,NA,NA,NA
2,0.7069361209869385,0.7808634042739868,0.5800489783287048,0.49358972907066345,0.5590894222259521,0.9917227625846863
3,0.0,0.0,0.0,NA,NA,NA
4,0.7276067733764648,0.8054584264755249,0.5496951341629028,0.6153846383094788,0.6414366364479065,0.818899393081665
5,0.0,0.0,0.0,NA,NA,NA
6,0.746440052986145,0.8191322088241577,0.5316460728645325,0.6346153616905212,0.6495726108551025,0.7041875123977661
7,0.0,0.0,0.0,NA,NA,NA
8,0.7680293917655945,0.8417049646377563,0.49894073605537415,0.5897436141967773,0.6236029267311096,1.2362136840820312
9,0.0,0.0,0.0,NA,NA,NA
10,0.7712448239326477,0.850968599319458,0.4974251985549927,0.6410256624221802,0.6869658827781677,0.9057081341743469
11,0.0,0.0,0.0,NA,NA,NA
12,0.7735415697097778,0.8570830225944519,0.4998396337032318,0.6282051205635071,0.6473536491394043,1.5680111646652222
13,0.0,0.0,0.0,NA,NA,NA
14,0.8038585186004639,0.8868282437324524,0.4502294957637787,0.6602563858032227,0.6535174250602722,1.3728916645050049
15,0.0,0.0,0.0,NA,NA,NA
16,0.7960495948791504,0.8895694613456726,0.4328126311302185,0.6538461446762085,0.67283034324646,1.1101229190826416
17,0.0,0.0,0.0,NA,NA,NA
18,0.8268259167671204,0.9118621945381165,0.3861067593097687,0.6346153616905212,0.6414364576339722,1.3733601570129395
19,0.0,0.0,0.0,NA,NA,NA
