epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6470588445663452,0.5501729846000671,2.9854395389556885,0.7272727489471436,0.8833333253860474,0.5931361317634583
1,0.6176470518112183,0.6557093262672424,1.731170892715454,0.7272727489471436,0.800000011920929,0.5656837224960327
2,0.6176470518112183,0.775086522102356,1.3263051509857178,0.8181818127632141,0.800000011920929,0.5035711526870728
3,0.9117646813392639,0.9757785201072693,0.2574079632759094,0.7272727489471436,0.800000011920929,0.5992910861968994
4,0.8529411554336548,0.8892733454704285,1.0552473068237305,0.8181818127632141,0.8333333730697632,0.4960571527481079
5,0.8529411554336548,0.970588207244873,0.3198859691619873,0.7272727489471436,0.9333333373069763,0.43658447265625
6,0.8823529481887817,0.9013841152191162,0.7209131121635437,0.8181818127632141,0.9333333373069763,0.4426622688770294
7,0.8823529481887817,0.9394463300704956,0.4243466854095459,0.7272727489471436,0.8666666746139526,0.5147799849510193
8,0.9117646813392639,0.9602075815200806,0.3905487060546875,0.8181818127632141,0.8666666746139526,0.4428456127643585
9,0.9117646813392639,0.9861592054367065,0.24100752174854279,0.7272727489471436,0.9000000357627869,0.4870666265487671
10,0.8529411554336548,0.9307959079742432,0.4204934239387512,0.8181818127632141,0.8500000238418579,0.5147711038589478
