root	runs	sample_k	sample_seed	Mean_F1	Mean_AUC	Delta_F1	Delta_AUC
folds_tsv_SENTENCES	run_1,run_2,run_3,run_4,run_5	3	42	0.8159	0.8967	0.0476	0.0378
