epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6304348111152649,0.6618984937667847,1.252204418182373,0.5064935088157654,0.6296171545982361,0.7264675498008728
1,0.7055336236953735,0.7528592944145203,0.6786325573921204,0.5324675440788269,0.49797603487968445,0.7504653930664062
2,0.7549406886100769,0.8165469169616699,0.5781121850013733,0.6363636255264282,0.6740596890449524,0.656256377696991
3,0.7747035622596741,0.8625079393386841,0.4573855698108673,0.5194805264472961,0.572440505027771,0.9199031591415405
4,0.8102766871452332,0.8822968602180481,0.4348233938217163,0.5584415793418884,0.5798617005348206,1.0895371437072754
5,0.7984189987182617,0.8828437924385071,0.46642404794692993,0.6168830990791321,0.6120762228965759,0.9746593236923218
6,0.8458498120307922,0.9152968525886536,0.3780847191810608,0.6038960814476013,0.6485916376113892,1.0878220796585083
7,0.8695651888847351,0.944031298160553,0.30540579557418823,0.6558441519737244,0.6598076820373535,1.489132285118103
8,0.8498023748397827,0.9410625100135803,0.31116724014282227,0.5584415793418884,0.6036431193351746,1.2199640274047852
9,0.8992094993591309,0.9651718735694885,0.23781724274158478,0.5324675440788269,0.6143531799316406,1.602955937385559
10,0.8774703741073608,0.9548515677452087,0.283792108297348,0.5974025726318359,0.6215212345123291,1.918170690536499
11,0.8814229369163513,0.9444140791893005,0.3181385397911072,0.5194805264472961,0.5602124929428101,1.854149580001831
12,0.9110671877861023,0.9584375619888306,0.2734132707118988,0.551948070526123,0.58078932762146,1.8771613836288452
