epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7142857313156128,0.7784810066223145,1.6185941696166992,0.699999988079071,0.7199999690055847,0.5828724503517151
1,0.7577639818191528,0.8281105756759644,1.0222645998001099,0.699999988079071,0.9200000166893005,0.4724113345146179
2,0.8322981595993042,0.9017443656921387,0.7300228476524353,0.5,0.699999988079071,0.5909202098846436
3,0.8819875717163086,0.9246680736541748,0.4337616562843323,0.5,0.6800000071525574,0.6837548017501831
4,0.8447204828262329,0.9359371066093445,0.40650925040245056,0.6000000238418579,0.800000011920929,0.6084545254707336
5,0.8944099545478821,0.9585521221160889,0.29108497500419617,0.699999988079071,0.8800000548362732,0.46925050020217896
6,0.9254658222198486,0.9643407464027405,0.2450595200061798,0.6000000238418579,0.7200000286102295,0.72935950756073
7,0.8944099545478821,0.9439641833305359,0.34076744318008423,0.5,0.7199999690055847,1.4922064542770386
8,0.9006211161613464,0.9461253881454468,0.3985517621040344,0.5,0.7599999904632568,1.044217824935913
9,0.9006211161613464,0.9628743529319763,0.3059079051017761,0.800000011920929,0.8799999952316284,0.46582379937171936
10,0.9503105878829956,0.9854893088340759,0.17441317439079285,0.800000011920929,0.9200000762939453,0.5468908548355103
11,0.9316770434379578,0.9810897707939148,0.18284693360328674,0.699999988079071,0.699999988079071,1.2019224166870117
12,0.9503105878829956,0.9932849407196045,0.10370941460132599,0.699999988079071,0.8400000333786011,1.0757887363433838
13,0.9875776171684265,0.9998456239700317,0.02436426281929016,0.800000011920929,0.8400000333786011,0.9185978174209595
14,0.9192546606063843,0.9796233177185059,0.22552426159381866,0.699999988079071,0.7600000500679016,1.674817442893982
15,0.9006211161613464,0.9583976864814758,0.4178919494152069,0.30000001192092896,0.5400000214576721,2.4797842502593994
