epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5812357068061829,0.6255031824111938,1.2947371006011963,0.3870967626571655,0.3791666626930237,0.7854645848274231
1,0.6750572323799133,0.7053040266036987,0.8070576190948486,0.5483871102333069,0.49583330750465393,0.744255781173706
2,0.7048054933547974,0.7690251469612122,0.6247884631156921,0.5161290168762207,0.543749988079071,0.7505277991294861
3,0.7505720853805542,0.8376729488372803,0.5184868574142456,0.5161290168762207,0.43333330750465393,0.9168195128440857
4,0.766590416431427,0.8409224152565002,0.5217646360397339,0.5161290168762207,0.41041669249534607,1.6495054960250854
5,0.7871853709220886,0.8755660653114319,0.44259223341941833,0.4838709533214569,0.4000000059604645,1.4763790369033813
6,0.8146452903747559,0.8810482025146484,0.4508727192878723,0.4516128897666931,0.458333283662796,2.6703450679779053
7,0.8466818928718567,0.9206289052963257,0.36014997959136963,0.4516128897666931,0.44374996423721313,2.725234270095825
8,0.8329519629478455,0.8980607986450195,0.43149861693382263,0.4516128897666931,0.3916666507720947,3.4578168392181396
9,0.8466818928718567,0.9280399084091187,0.34617504477500916,0.4193548262119293,0.37291663885116577,2.5120270252227783
10,0.8764302134513855,0.9474528431892395,0.29491183161735535,0.4193548262119293,0.36249998211860657,2.924262762069702
11,0.8947368264198303,0.9593502283096313,0.26265567541122437,0.4193548262119293,0.429166704416275,3.8238484859466553
