epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6501976251602173,0.6806719303131104,1.0475788116455078,0.6103895902633667,0.7304773330688477,0.6646210551261902
1,0.6936758756637573,0.7485781311988831,0.6823186874389648,0.48701298236846924,0.4994940161705017,0.722976803779602
2,0.731225311756134,0.7962421774864197,0.5679951906204224,0.551948070526123,0.5970652103424072,0.7840800881385803
3,0.752964437007904,0.8225312232971191,0.5599698424339294,0.5909090638160706,0.599004864692688,0.8315936923027039
4,0.8181818127632141,0.8879296779632568,0.44155415892601013,0.5779221057891846,0.5486591458320618,1.3402122259140015
5,0.7865612506866455,0.8831015825271606,0.44590237736701965,0.5974025726318359,0.6155338287353516,0.981154203414917
6,0.8359683752059937,0.9115625619888306,0.4198753833770752,0.5974025726318359,0.5788496732711792,1.2120487689971924
7,0.8339921236038208,0.9093672633171082,0.39249786734580994,0.6298701167106628,0.6796255707740784,1.045008897781372
8,0.8853754997253418,0.9500780701637268,0.29266586899757385,0.5779221057891846,0.6108112931251526,1.8648918867111206
9,0.8656126260757446,0.938624918460846,0.34537407755851746,0.5324675440788269,0.5610558986663818,1.8441354036331177
10,0.8715415000915527,0.9402499794960022,0.33371222019195557,0.5649350881576538,0.5481531620025635,2.1432576179504395
11,0.8715415000915527,0.9535624980926514,0.2798636257648468,0.5909090638160706,0.6022094488143921,2.11220383644104
12,0.8833991885185242,0.9529609680175781,0.29486289620399475,0.5974025726318359,0.5793556571006775,2.056823492050171
