epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7181817889213562,0.7695937156677246,1.231724739074707,0.5625,0.6294118165969849,0.6237670183181763
1,0.7840909361839294,0.8642253279685974,0.6463902592658997,0.5625,0.7372548580169678,0.6315102577209473
2,0.8204545378684998,0.8966245651245117,0.43090805411338806,0.625,0.8019607663154602,0.5843911170959473
3,0.824999988079071,0.9019019603729248,0.41522151231765747,0.5625,0.8666666746139526,0.6243650913238525
4,0.8522727489471436,0.9212110042572021,0.3657771646976471,0.65625,0.8764706254005432,0.683149516582489
5,0.8477272987365723,0.923166811466217,0.36674055457115173,0.71875,0.8882352709770203,0.5455982685089111
6,0.8340908885002136,0.9242326617240906,0.4456922113895416,0.6875,0.9117646813392639,0.6366024017333984
7,0.8522727489471436,0.9347460865974426,0.3486376404762268,0.5625,0.8078430891036987,1.1772346496582031
8,0.8886363506317139,0.9635961055755615,0.25090211629867554,0.65625,0.7705882787704468,1.345773458480835
9,0.8613636493682861,0.9287753701210022,0.40777483582496643,0.84375,0.8862744569778442,0.49894440174102783
10,0.8999999761581421,0.9658830165863037,0.2356497347354889,0.5625,0.8352940678596497,1.1906403303146362
11,0.9113636612892151,0.9687802791595459,0.22269944846630096,0.78125,0.8274509906768799,0.6860185265541077
