epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5376344323158264,0.5623840093612671,1.7066917419433594,0.4838709533214569,0.4416666626930237,1.225556492805481
1,0.0,0.0,0.0,NA,NA,NA
2,0.6451612710952759,0.7421150803565979,1.1116355657577515,0.5161290168762207,0.6625000238418579,1.7148966789245605
3,0.0,0.0,0.0,NA,NA,NA
4,0.6774193644523621,0.7511596083641052,1.2202194929122925,0.5161290168762207,0.5479166507720947,0.8017796277999878
5,0.0,0.0,0.0,NA,NA,NA
6,0.7956989407539368,0.8756957054138184,0.7379270195960999,0.4838709533214569,0.5833333134651184,0.7007142305374146
7,0.0,0.0,0.0,NA,NA,NA
8,0.7634408473968506,0.8682745695114136,0.7649787068367004,0.5161290168762207,0.6854166388511658,0.7471039891242981
9,0.0,0.0,0.0,NA,NA,NA
10,0.8172042965888977,0.8492578864097595,0.8016790747642517,0.5806451439857483,0.5854166746139526,0.706217885017395
11,0.0,0.0,0.0,NA,NA,NA
12,0.8709677457809448,0.9547774195671082,0.2642112970352173,0.6129032373428345,0.6666666269302368,0.6511529684066772
13,0.0,0.0,0.0,NA,NA,NA
14,0.8709677457809448,0.956632673740387,0.384561151266098,0.6129032373428345,0.7124999761581421,0.6779371500015259
15,0.0,0.0,0.0,NA,NA,NA
16,0.9139785170555115,0.9719387292861938,0.2619965970516205,0.6774193644523621,0.675000011920929,0.7199265956878662
17,0.0,0.0,0.0,NA,NA,NA
18,0.8709677457809448,0.9524582624435425,0.2977749705314636,0.6129032373428345,0.6791666746139526,0.7826894521713257
19,0.0,0.0,0.0,NA,NA,NA
