epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5681818127632141,0.5685824751853943,1.373457670211792,0.5151515007019043,0.5962963104248047,0.7002754211425781
1,0.0,0.0,0.0,NA,NA,NA
2,0.6409090757369995,0.6669149398803711,0.7509285807609558,0.6060606241226196,0.6888888478279114,0.6388222575187683
3,0.0,0.0,0.0,NA,NA,NA
4,0.6727272868156433,0.764854371547699,0.6201658844947815,0.5151515007019043,0.4851852059364319,0.7970864176750183
5,0.0,0.0,0.0,NA,NA,NA
6,0.7250000238418579,0.7910149693489075,0.5770756602287292,0.6969696879386902,0.5962962508201599,0.70499587059021
7,0.0,0.0,0.0,NA,NA,NA
8,0.7795454263687134,0.8592250347137451,0.4737185537815094,0.5454545617103577,0.5703703761100769,1.377581000328064
9,0.0,0.0,0.0,NA,NA,NA
10,0.7909091114997864,0.869693398475647,0.4700302481651306,0.5757575631141663,0.5703704357147217,1.777318000793457
11,0.0,0.0,0.0,NA,NA,NA
12,0.7818182110786438,0.8647488355636597,0.4721728265285492,0.6363636255264282,0.6259258985519409,1.277843952178955
13,0.0,0.0,0.0,NA,NA,NA
14,0.8113636374473572,0.8920576572418213,0.41576826572418213,0.6060606241226196,0.7203702926635742,1.66910719871521
15,0.0,0.0,0.0,NA,NA,NA
16,0.8159090876579285,0.9010675549507141,0.4047398269176483,0.6363636255264282,0.5999999642372131,0.816720187664032
17,0.0,0.0,0.0,NA,NA,NA
18,0.8613636493682861,0.9312211275100708,0.3348138630390167,0.6666666865348816,0.6629629731178284,2.393791675567627
19,0.0,0.0,0.0,NA,NA,NA
