root	runs	sample_k	sample_seed	Mean_F1	Mean_AUC	Delta_F1	Delta_AUC
folds_tsv_SUSTAINED-VOWELS_onlyA123	run_1,run_2,run_3,run_4,run_5	0	0	0.6044	0.6089	-0.0210	0.0208
