epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5555555820465088,0.5524691343307495,2.426571846008301,0.5,0.8888888359069824,0.7022867798805237
1,0.0,0.0,0.0,NA,NA,NA
2,0.7222222089767456,0.7762345671653748,1.653388500213623,0.5,0.694444477558136,1.277527093887329
3,0.0,0.0,0.0,NA,NA,NA
4,0.6388888955116272,0.6141975522041321,2.729182004928589,0.5,0.6666666269302368,0.8040149211883545
5,0.0,0.0,0.0,NA,NA,NA
6,0.75,0.8441357612609863,1.3813499212265015,0.6666666865348816,0.75,0.8008373379707336
7,0.0,0.0,0.0,NA,NA,NA
8,0.8333333134651184,0.9197530746459961,0.45857322216033936,0.6666666865348816,0.9444444179534912,0.5046900510787964
9,0.0,0.0,0.0,NA,NA,NA
10,0.9166666865348816,0.979938268661499,0.24062006175518036,0.75,0.8472222089767456,0.5322914719581604
11,0.0,0.0,0.0,NA,NA,NA
12,0.9166666865348816,0.9660494327545166,0.2693233788013458,0.6666666865348816,0.8333332538604736,0.49101558327674866
13,0.0,0.0,0.0,NA,NA,NA
14,0.8611111044883728,0.8827160000801086,1.153910756111145,0.5833333134651184,0.7777777314186096,0.5226895213127136
15,0.0,0.0,0.0,NA,NA,NA
16,0.7777777910232544,0.8796296119689941,0.9681987762451172,0.6666666865348816,0.7777777910232544,0.6117503046989441
17,0.0,0.0,0.0,NA,NA,NA
18,0.8888888955116272,0.9290123581886292,0.4516887068748474,0.8333333134651184,0.8333333134651184,0.5673602223396301
