root	runs	sample_k	sample_seed	Mean_F1	Std_F1	MeanRunStd_F1	Mean_AUC	Std_AUC	MeanRunStd_AUC	MeanSubjectsPerFold	MeanPCGITASubjectsPerFold	MeanNeuroVozSubjectsPerFold
folds_tsv_SENTENCES	run_1,run_2,run_3,run_4,run_5	3	42	0.6620	0.0284	0.0965	0.6978	0.0443	0.1087	11.8000	5.6000	6.2000
