epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.647679328918457,0.6758279204368591,1.1804052591323853,0.5,0.6087278127670288,0.7497861981391907
1,0.0,0.0,0.0,NA,NA,NA
2,0.6898733973503113,0.7673788666725159,0.664657473564148,0.5320512652397156,0.5146285891532898,0.7468819618225098
3,0.0,0.0,0.0,NA,NA,NA
4,0.7510548233985901,0.8483262658119202,0.5043995976448059,0.5448718070983887,0.550295889377594,0.8421904444694519
5,0.0,0.0,0.0,NA,NA,NA
6,0.7911392450332642,0.86753910779953,0.4714510440826416,0.5512820482254028,0.5729783177375793,0.9925030469894409
7,0.0,0.0,0.0,NA,NA,NA
8,0.8143460154533386,0.881588339805603,0.4596260190010071,0.5512820482254028,0.5482412576675415,0.9632891416549683
9,0.0,0.0,0.0,NA,NA,NA
10,0.8291139006614685,0.9062766432762146,0.39759087562561035,0.49358972907066345,0.5611439943313599,1.4672507047653198
11,0.0,0.0,0.0,NA,NA,NA
12,0.8544303774833679,0.9368323087692261,0.32852739095687866,0.5512820482254028,0.58382648229599,1.1720376014709473
13,0.0,0.0,0.0,NA,NA,NA
14,0.8776371479034424,0.9592949151992798,0.2564808428287506,0.5897436141967773,0.608727753162384,1.390021562576294
15,0.0,0.0,0.0,NA,NA,NA
16,0.8776371479034424,0.9479522705078125,0.300541490316391,0.5705128312110901,0.5849769711494446,1.574218511581421
17,0.0,0.0,0.0,NA,NA,NA
18,0.8734177350997925,0.9492343664169312,0.2931084930896759,0.5256410241127014,0.5310651063919067,1.6895233392715454
19,0.0,0.0,0.0,NA,NA,NA
