epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6392463445663452,0.6833458542823792,0.8361626267433167,0.625806450843811,0.6898102164268494,0.6420302987098694
1,0.0,0.0,0.0,NA,NA,NA
2,0.7100183963775635,0.7783206701278687,0.5773324370384216,0.6516128778457642,0.7567432522773743,0.5907140970230103
3,0.0,0.0,0.0,NA,NA,NA
4,0.7316176295280457,0.8026618957519531,0.5518189668655396,0.6451612710952759,0.7306860685348511,0.6114716529846191
5,0.0,0.0,0.0,NA,NA,NA
6,0.7472426295280457,0.8211698532104492,0.5322345495223999,0.6451612710952759,0.695804238319397,0.6399931907653809
7,0.0,0.0,0.0,NA,NA,NA
8,0.7582720518112183,0.8322475552558899,0.5220160484313965,0.6645161509513855,0.6795703768730164,0.6950944662094116
9,0.0,0.0,0.0,NA,NA,NA
10,0.7614889740943909,0.8475250005722046,0.5074543356895447,0.6193548440933228,0.6710789203643799,0.8286110162734985
11,0.0,0.0,0.0,NA,NA,NA
12,0.7918198704719543,0.8709935545921326,0.4671219289302826,0.6000000238418579,0.6595070958137512,0.8323447704315186
13,0.0,0.0,0.0,NA,NA,NA
14,0.8042279481887817,0.8856068849563599,0.44344592094421387,0.7096773982048035,0.8036962151527405,0.71017986536026
15,0.0,0.0,0.0,NA,NA,NA
16,0.8092830777168274,0.8952730894088745,0.4175320565700531,0.6903225779533386,0.7900433540344238,0.7766117453575134
17,0.0,0.0,0.0,NA,NA,NA
18,0.8363970518112183,0.9147121906280518,0.38294661045074463,0.6903225779533386,0.7584915161132812,1.332122564315796
19,0.0,0.0,0.0,NA,NA,NA
