epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5978260636329651,0.6395348310470581,1.6303257942199707,0.5161290168762207,0.3791666626930237,0.9443894624710083
1,0.739130437374115,0.7997151613235474,1.144037127494812,0.5161290168762207,0.512499988079071,0.799144983291626
2,0.760869562625885,0.8481253385543823,0.7043973803520203,0.5161290168762207,0.43333330750465393,0.8101550936698914
3,0.79347825050354,0.8934503793716431,0.5299940705299377,0.5161290168762207,0.48124998807907104,0.8294837474822998
4,0.8369565010070801,0.9098244309425354,0.4944074749946594,0.4838709533214569,0.5020833611488342,0.889452338218689
5,0.8478260636329651,0.925011932849884,0.46843063831329346,0.4838709533214569,0.3999999761581421,0.7640426754951477
6,0.8695651888847351,0.9447082281112671,0.3468286097049713,0.35483869910240173,0.35208332538604736,1.0072044134140015
7,0.8804348111152649,0.9532510638237,0.35279443860054016,0.4516128897666931,0.5395832657814026,0.7862468361854553
8,0.9347826242446899,0.9895585179328918,0.13605180382728577,0.4193548262119293,0.4791666269302368,0.8830025792121887
9,1.0,1.0000001192092896,0.05891900137066841,0.4516128897666931,0.48749998211860657,0.9315052628517151
10,0.9239130616188049,0.9883720874786377,0.183382049202919,0.3870967626571655,0.31041663885116577,1.1287204027175903
11,0.967391312122345,0.9973897337913513,0.0779319554567337,0.4193548262119293,0.4437499940395355,1.0561292171478271
12,0.97826087474823,0.9976270794868469,0.061471015214920044,0.4838709533214569,0.5291666388511658,1.0878305435180664
