root	runs	sample_k	sample_seed	Mean_F1	Mean_AUC	Delta_F1	Delta_AUC
folds_tsv_SENTENCES	run_1,run_2,run_3,run_4,run_5	10	42	0.7378	0.9033	0.0242	0.1381
